Variable:,pr
,Malta,Attard,Balzan,Birgu,Birkirkara,Birzebbugia,Bormla,Dingli,Fgura,Floriana,Fontana,Ghajnsielem,Gharb,Gharghur,Ghasri,Ghaxaq,Gudja,Gzira,Hamrun,Iklin,Isla,Kalkara,Kercem,Kirkop,Lija,Luqa,Marsa,Marsascala,Marsaxlokk,Mdina,Mellieha,Mgarr,Mosta,Mqabba,Msida,Munxar,Nadur,Naxxar,Paola,Pembroke,Pieta,Qala,Qormi,Qrendi,"Rabat (malta)","Rabat (victoria)",Safi,"San Giljan","San Gwann","San Lawrenz","San Pawl Ii-bahar",Sannat,"Santa Lucija","Santa Venera",Siggiewi,Sliema,Swieqi,"Ta' Xbiex",Tarxien,Valletta,Xaghra,Xewkija,Xghajra,Zabbar,"Zebbug (gozo)","Zebbug (malta)",Zejtun,Zurrieq
1948,531.42,550.50,550.50,550.50,550.50,466.60,550.50,550.50,550.50,550.50,550.50,518.90,518.90,550.50,518.90,466.60,550.50,550.50,547.89,550.50,550.50,550.50,518.90,550.50,550.50,532.12,537.53,466.60,466.60,550.50,550.50,550.50,550.50,550.50,550.50,518.90,518.90,550.50,550.50,550.50,550.50,518.90,550.50,550.50,550.50,518.90,532.47,550.50,550.50,518.90,550.50,518.90,550.50,550.50,550.50,550.50,550.50,550.50,550.50,550.50,518.90,518.90,550.50,466.60,518.90,550.50,466.60,530.44
1949,474.40,493.30,493.30,493.30,493.30,410.20,493.30,493.30,493.30,493.30,493.30,418.00,418.00,493.30,418.00,410.20,493.30,493.30,490.72,493.30,493.30,493.30,418.00,493.30,493.30,475.09,480.45,410.20,410.20,493.30,493.30,493.30,493.30,493.30,493.30,418.00,418.00,493.30,493.30,493.30,493.30,418.00,493.30,493.30,493.30,418.00,475.44,493.30,493.30,418.00,493.30,418.00,493.30,493.30,493.30,493.30,493.30,493.30,493.30,493.30,418.00,418.00,493.30,410.20,418.00,493.30,410.20,473.43
1950,595.08,614.00,614.00,614.00,614.00,530.80,614.00,614.00,614.00,614.00,614.00,573.50,573.50,614.00,573.50,530.80,614.00,614.00,611.41,614.00,614.00,614.00,573.50,614.00,614.00,595.77,601.13,530.80,530.80,614.00,614.00,614.00,614.00,614.00,614.00,573.50,573.50,614.00,614.00,614.00,614.00,573.50,614.00,614.00,614.00,573.50,596.12,614.00,614.00,573.50,614.00,573.50,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,573.50,573.50,614.00,530.80,573.50,614.00,530.80,594.11
1951,518.23,540.70,540.70,540.70,540.70,441.90,540.70,540.70,540.70,540.70,540.70,516.10,516.10,540.70,516.10,441.90,540.70,540.70,537.63,540.70,540.70,540.70,516.10,540.70,540.70,519.05,525.42,441.90,441.90,540.70,540.70,540.70,540.70,540.70,540.70,516.10,516.10,540.70,540.70,540.70,540.70,516.10,540.70,540.70,540.70,516.10,519.46,540.70,540.70,516.10,540.70,516.10,540.70,540.70,540.70,540.70,540.70,540.70,540.70,540.70,516.10,516.10,540.70,441.90,516.10,540.70,441.90,517.08
1952,375.43,386.30,386.30,386.30,386.30,338.50,386.30,386.30,386.30,386.30,386.30,372.10,372.10,386.30,372.10,338.50,386.30,386.30,384.81,386.30,386.30,386.30,372.10,386.30,386.30,375.83,378.91,338.50,338.50,386.30,386.30,386.30,386.30,386.30,386.30,372.10,372.10,386.30,386.30,386.30,386.30,372.10,386.30,386.30,386.30,372.10,376.03,386.30,386.30,372.10,386.30,372.10,386.30,386.30,386.30,386.30,386.30,386.30,386.30,386.30,372.10,372.10,386.30,338.50,372.10,386.30,338.50,374.87
1953,658.29,681.60,681.60,681.60,681.60,579.10,681.60,681.60,681.60,681.60,681.60,633.30,633.30,681.60,633.30,579.10,681.60,681.60,678.41,681.60,681.60,681.60,633.30,681.60,681.60,659.14,665.75,579.10,579.10,681.60,681.60,681.60,681.60,681.60,681.60,633.30,633.30,681.60,681.60,681.60,681.60,633.30,681.60,681.60,681.60,633.30,659.57,681.60,681.60,633.30,681.60,633.30,681.60,681.60,681.60,681.60,681.60,681.60,681.60,681.60,633.30,633.30,681.60,579.10,633.30,681.60,579.10,657.10
1954,646.05,664.50,664.50,664.50,664.50,583.40,664.50,664.50,664.50,664.50,664.50,614.80,614.80,664.50,614.80,583.40,664.50,664.50,661.98,664.50,664.50,664.50,614.80,664.50,664.50,646.73,651.96,583.40,583.40,664.50,664.50,664.50,664.50,664.50,664.50,614.80,614.80,664.50,664.50,664.50,664.50,614.80,664.50,664.50,664.50,614.80,647.07,664.50,664.50,614.80,664.50,614.80,664.50,664.50,664.50,664.50,664.50,664.50,664.50,664.50,614.80,614.80,664.50,583.40,614.80,664.50,583.40,645.11
1955,488.11,503.80,503.80,503.80,503.80,434.80,503.80,503.80,503.80,503.80,503.80,456.00,456.00,503.80,456.00,434.80,503.80,503.80,501.65,503.80,503.80,503.80,456.00,503.80,503.80,488.68,493.13,434.80,434.80,503.80,503.80,503.80,503.80,503.80,503.80,456.00,456.00,503.80,503.80,503.80,503.80,456.00,503.80,503.80,503.80,456.00,488.97,503.80,503.80,456.00,503.80,456.00,503.80,503.80,503.80,503.80,503.80,503.80,503.80,503.80,456.00,456.00,503.80,434.80,456.00,503.80,434.80,487.30
1956,524.27,546.70,546.70,546.70,546.70,448.10,546.70,546.70,546.70,546.70,546.70,494.50,494.50,546.70,494.50,448.10,546.70,546.70,543.63,546.70,546.70,546.70,494.50,546.70,546.70,525.10,531.45,448.10,448.10,546.70,546.70,546.70,546.70,546.70,546.70,494.50,494.50,546.70,546.70,546.70,546.70,494.50,546.70,546.70,546.70,494.50,525.51,546.70,546.70,494.50,546.70,494.50,546.70,546.70,546.70,546.70,546.70,546.70,546.70,546.70,494.50,494.50,546.70,448.10,494.50,546.70,448.10,523.13
1957,609.00,632.20,632.20,632.20,632.20,530.20,632.20,632.20,632.20,632.20,632.20,573.30,573.30,632.20,573.30,530.20,632.20,632.20,629.03,632.20,632.20,632.20,573.30,632.20,632.20,609.85,616.43,530.20,530.20,632.20,632.20,632.20,632.20,632.20,632.20,573.30,573.30,632.20,632.20,632.20,632.20,573.30,632.20,632.20,632.20,573.30,610.28,632.20,632.20,573.30,632.20,573.30,632.20,632.20,632.20,632.20,632.20,632.20,632.20,632.20,573.30,573.30,632.20,530.20,573.30,632.20,530.20,607.82
1958,434.31,446.50,446.50,446.50,446.50,392.90,446.50,446.50,446.50,446.50,446.50,406.70,406.70,446.50,406.70,392.90,446.50,446.50,444.83,446.50,446.50,446.50,406.70,446.50,446.50,434.76,438.21,392.90,392.90,446.50,446.50,446.50,446.50,446.50,446.50,406.70,406.70,446.50,446.50,446.50,446.50,406.70,446.50,446.50,446.50,406.70,434.98,446.50,446.50,406.70,446.50,406.70,446.50,446.50,446.50,446.50,446.50,446.50,446.50,446.50,406.70,406.70,446.50,392.90,406.70,446.50,392.90,433.69
1959,491.50,505.40,505.40,505.40,505.40,444.30,505.40,505.40,505.40,505.40,505.40,478.60,478.60,505.40,478.60,444.30,505.40,505.40,503.50,505.40,505.40,505.40,478.60,505.40,505.40,492.01,495.95,444.30,444.30,505.40,505.40,505.40,505.40,505.40,505.40,478.60,478.60,505.40,505.40,505.40,505.40,478.60,505.40,505.40,505.40,478.60,492.27,505.40,505.40,478.60,505.40,478.60,505.40,505.40,505.40,505.40,505.40,505.40,505.40,505.40,478.60,478.60,505.40,444.30,478.60,505.40,444.30,490.79
1960,308.51,318.70,318.70,318.70,318.70,273.90,318.70,318.70,318.70,318.70,318.70,311.70,311.70,318.70,311.70,273.90,318.70,318.70,317.31,318.70,318.70,318.70,311.70,318.70,318.70,308.88,311.77,273.90,273.90,318.70,318.70,318.70,318.70,318.70,318.70,311.70,311.70,318.70,318.70,318.70,318.70,311.70,318.70,318.70,318.70,311.70,309.07,318.70,318.70,311.70,318.70,311.70,318.70,318.70,318.70,318.70,318.70,318.70,318.70,318.70,311.70,311.70,318.70,273.90,311.70,318.70,273.90,307.99
1961,258.04,264.50,264.50,264.50,264.50,236.10,264.50,264.50,264.50,264.50,264.50,248.70,248.70,264.50,248.70,236.10,264.50,264.50,263.62,264.50,264.50,264.50,248.70,264.50,264.50,258.28,260.11,236.10,236.10,264.50,264.50,264.50,264.50,264.50,264.50,248.70,248.70,264.50,264.50,264.50,264.50,248.70,264.50,264.50,264.50,248.70,258.40,264.50,264.50,248.70,264.50,248.70,264.50,264.50,264.50,264.50,264.50,264.50,264.50,264.50,248.70,248.70,264.50,236.10,248.70,264.50,236.10,257.71
1962,526.87,546.50,546.50,546.50,546.50,460.20,546.50,546.50,546.50,546.50,546.50,483.10,483.10,546.50,483.10,460.20,546.50,546.50,543.82,546.50,546.50,546.50,483.10,546.50,546.50,527.59,533.16,460.20,460.20,546.50,546.50,546.50,546.50,546.50,546.50,483.10,483.10,546.50,546.50,546.50,546.50,483.10,546.50,546.50,546.50,483.10,527.95,546.50,546.50,483.10,546.50,483.10,546.50,546.50,546.50,546.50,546.50,546.50,546.50,546.50,483.10,483.10,546.50,460.20,483.10,546.50,460.20,525.87
1963,348.36,360.30,360.30,360.30,360.30,307.80,360.30,360.30,360.30,360.30,360.30,333.90,333.90,360.30,333.90,307.80,360.30,360.30,358.67,360.30,360.30,360.30,333.90,360.30,360.30,348.80,352.18,307.80,307.80,360.30,360.30,360.30,360.30,360.30,360.30,333.90,333.90,360.30,360.30,360.30,360.30,333.90,360.30,360.30,360.30,333.90,349.02,360.30,360.30,333.90,360.30,333.90,360.30,360.30,360.30,360.30,360.30,360.30,360.30,360.30,333.90,333.90,360.30,307.80,333.90,360.30,307.80,347.75
1964,566.22,591.40,591.40,591.40,591.40,480.70,591.40,591.40,591.40,591.40,591.40,525.90,525.90,591.40,525.90,480.70,591.40,591.40,587.96,591.40,591.40,591.40,525.90,591.40,591.40,567.14,574.28,480.70,480.70,591.40,591.40,591.40,591.40,591.40,591.40,525.90,525.90,591.40,591.40,591.40,591.40,525.90,591.40,591.40,591.40,525.90,567.61,591.40,591.40,525.90,591.40,525.90,591.40,591.40,591.40,591.40,591.40,591.40,591.40,591.40,525.90,525.90,591.40,480.70,525.90,591.40,480.70,564.94
1965,558.16,580.00,580.00,580.00,580.00,484.00,580.00,580.00,580.00,580.00,580.00,515.80,515.80,580.00,515.80,484.00,580.00,580.00,577.02,580.00,580.00,580.00,515.80,580.00,580.00,558.97,565.16,484.00,484.00,580.00,580.00,580.00,580.00,580.00,580.00,515.80,515.80,580.00,580.00,580.00,580.00,515.80,580.00,580.00,580.00,515.80,559.36,580.00,580.00,515.80,580.00,515.80,580.00,580.00,580.00,580.00,580.00,580.00,580.00,580.00,515.80,515.80,580.00,484.00,515.80,580.00,484.00,557.05
1966,516.51,537.50,537.50,537.50,537.50,445.20,537.50,537.50,537.50,537.50,537.50,469.90,469.90,537.50,469.90,445.20,537.50,537.50,534.63,537.50,537.50,537.50,469.90,537.50,537.50,517.28,523.23,445.20,445.20,537.50,537.50,537.50,537.50,537.50,537.50,469.90,469.90,537.50,537.50,537.50,537.50,469.90,537.50,537.50,537.50,469.90,517.66,537.50,537.50,469.90,537.50,469.90,537.50,537.50,537.50,537.50,537.50,537.50,537.50,537.50,469.90,469.90,537.50,445.20,469.90,537.50,445.20,515.43
1967,384.13,397.60,397.60,397.60,397.60,338.40,397.60,397.60,397.60,397.60,397.60,368.30,368.30,397.60,368.30,338.40,397.60,397.60,395.76,397.60,397.60,397.60,368.30,397.60,397.60,384.63,388.45,338.40,338.40,397.60,397.60,397.60,397.60,397.60,397.60,368.30,368.30,397.60,397.60,397.60,397.60,368.30,397.60,397.60,397.60,368.30,384.87,397.60,397.60,368.30,397.60,368.30,397.60,397.60,397.60,397.60,397.60,397.60,397.60,397.60,368.30,368.30,397.60,338.40,368.30,397.60,338.40,383.45
1968,353.61,369.40,369.40,369.40,369.40,300.00,369.40,369.40,369.40,369.40,369.40,340.10,340.10,369.40,340.10,300.00,369.40,369.40,367.24,369.40,369.40,369.40,340.10,369.40,369.40,354.19,358.67,300.00,300.00,369.40,369.40,369.40,369.40,369.40,369.40,340.10,340.10,369.40,369.40,369.40,369.40,340.10,369.40,369.40,369.40,340.10,354.48,369.40,369.40,340.10,369.40,340.10,369.40,369.40,369.40,369.40,369.40,369.40,369.40,369.40,340.10,340.10,369.40,300.00,340.10,369.40,300.00,352.81
1969,624.36,655.20,655.20,655.20,655.20,519.60,655.20,655.20,655.20,655.20,655.20,582.50,582.50,655.20,582.50,519.60,655.20,655.20,650.98,655.20,655.20,655.20,582.50,655.20,655.20,625.49,634.23,519.60,519.60,655.20,655.20,655.20,655.20,655.20,655.20,582.50,582.50,655.20,655.20,655.20,655.20,582.50,655.20,655.20,655.20,582.50,626.05,655.20,655.20,582.50,655.20,582.50,655.20,655.20,655.20,655.20,655.20,655.20,655.20,655.20,582.50,582.50,655.20,519.60,582.50,655.20,519.60,622.78
1970,376.37,394.50,394.50,394.50,394.50,314.80,394.50,394.50,394.50,394.50,394.50,332.80,332.80,394.50,332.80,314.80,394.50,394.50,392.02,394.50,394.50,394.50,332.80,394.50,394.50,377.04,382.18,314.80,314.80,394.50,394.50,394.50,394.50,394.50,394.50,332.80,332.80,394.50,394.50,394.50,394.50,332.80,394.50,394.50,394.50,332.80,377.37,394.50,394.50,332.80,394.50,332.80,394.50,394.50,394.50,394.50,394.50,394.50,394.50,394.50,332.80,332.80,394.50,314.80,332.80,394.50,314.80,375.45
1971,530.86,552.40,552.40,552.40,552.40,457.70,552.40,552.40,552.40,552.40,552.40,505.00,505.00,552.40,505.00,457.70,552.40,552.40,549.46,552.40,552.40,552.40,505.00,552.40,552.40,531.65,537.76,457.70,457.70,552.40,552.40,552.40,552.40,552.40,552.40,505.00,505.00,552.40,552.40,552.40,552.40,505.00,552.40,552.40,552.40,505.00,532.04,552.40,552.40,505.00,552.40,505.00,552.40,552.40,552.40,552.40,552.40,552.40,552.40,552.40,505.00,505.00,552.40,457.70,505.00,552.40,457.70,529.76
1972,552.62,567.50,567.50,567.50,567.50,502.10,567.50,567.50,567.50,567.50,567.50,540.70,540.70,567.50,540.70,502.10,567.50,567.50,565.47,567.50,567.50,567.50,540.70,567.50,567.50,553.17,557.39,502.10,502.10,567.50,567.50,567.50,567.50,567.50,567.50,540.70,540.70,567.50,567.50,567.50,567.50,540.70,567.50,567.50,567.50,540.70,553.44,567.50,567.50,540.70,567.50,540.70,567.50,567.50,567.50,567.50,567.50,567.50,567.50,567.50,540.70,540.70,567.50,502.10,540.70,567.50,502.10,551.87
1973,564.51,581.30,581.30,581.30,581.30,507.50,581.30,581.30,581.30,581.30,581.30,532.20,532.20,581.30,532.20,507.50,581.30,581.30,579.01,581.30,581.30,581.30,532.20,581.30,581.30,565.13,569.89,507.50,507.50,581.30,581.30,581.30,581.30,581.30,581.30,532.20,532.20,581.30,581.30,581.30,581.30,532.20,581.30,581.30,581.30,532.20,565.44,581.30,581.30,532.20,581.30,532.20,581.30,581.30,581.30,581.30,581.30,581.30,581.30,581.30,532.20,532.20,581.30,507.50,532.20,581.30,507.50,563.66
1974,240.29,247.30,247.30,247.30,247.30,216.50,247.30,247.30,247.30,247.30,247.30,225.90,225.90,247.30,225.90,216.50,247.30,247.30,246.34,247.30,247.30,247.30,225.90,247.30,247.30,240.55,242.54,216.50,216.50,247.30,247.30,247.30,247.30,247.30,247.30,225.90,225.90,247.30,247.30,247.30,247.30,225.90,247.30,247.30,247.30,225.90,240.68,247.30,247.30,225.90,247.30,225.90,247.30,247.30,247.30,247.30,247.30,247.30,247.30,247.30,225.90,225.90,247.30,216.50,225.90,247.30,216.50,239.94
1975,515.18,530.60,530.60,530.60,530.60,462.80,530.60,530.60,530.60,530.60,530.60,479.10,479.10,530.60,479.10,462.80,530.60,530.60,528.49,530.60,530.60,530.60,479.10,530.60,530.60,515.74,520.12,462.80,462.80,530.60,530.60,530.60,530.60,530.60,530.60,479.10,479.10,530.60,530.60,530.60,530.60,479.10,530.60,530.60,530.60,479.10,516.03,530.60,530.60,479.10,530.60,479.10,530.60,530.60,530.60,530.60,530.60,530.60,530.60,530.60,479.10,479.10,530.60,462.80,479.10,530.60,462.80,514.39
1976,763.81,791.40,791.40,791.40,791.40,670.10,791.40,791.40,791.40,791.40,791.40,720.00,720.00,791.40,720.00,670.10,791.40,791.40,787.63,791.40,791.40,791.40,720.00,791.40,791.40,764.82,772.64,670.10,670.10,791.40,791.40,791.40,791.40,791.40,791.40,720.00,720.00,791.40,791.40,791.40,791.40,720.00,791.40,791.40,791.40,720.00,765.33,791.40,791.40,720.00,791.40,720.00,791.40,791.40,791.40,791.40,791.40,791.40,791.40,791.40,720.00,720.00,791.40,670.10,720.00,791.40,670.10,762.40
1977,294.53,305.20,305.20,305.20,305.20,258.30,305.20,305.20,305.20,305.20,305.20,267.90,267.90,305.20,267.90,258.30,305.20,305.20,303.74,305.20,305.20,305.20,267.90,305.20,305.20,294.92,297.95,258.30,258.30,305.20,305.20,305.20,305.20,305.20,305.20,267.90,267.90,305.20,305.20,305.20,305.20,267.90,305.20,305.20,305.20,267.90,295.12,305.20,305.20,267.90,305.20,267.90,305.20,305.20,305.20,305.20,305.20,305.20,305.20,305.20,267.90,267.90,305.20,258.30,267.90,305.20,258.30,293.99
1978,399.00,410.60,410.60,410.60,410.60,359.60,410.60,410.60,410.60,410.60,410.60,379.70,379.70,410.60,379.70,359.60,410.60,410.60,409.01,410.60,410.60,410.60,379.70,410.60,410.60,399.43,402.71,359.60,359.60,410.60,410.60,410.60,410.60,410.60,410.60,379.70,379.70,410.60,410.60,410.60,410.60,379.70,410.60,410.60,410.60,379.70,399.64,410.60,410.60,379.70,410.60,379.70,410.60,410.60,410.60,410.60,410.60,410.60,410.60,410.60,379.70,379.70,410.60,359.60,379.70,410.60,359.60,398.41
1979,584.09,602.10,602.10,602.10,602.10,522.90,602.10,602.10,602.10,602.10,602.10,545.20,545.20,602.10,545.20,522.90,602.10,602.10,599.64,602.10,602.10,602.10,545.20,602.10,602.10,584.75,589.85,522.90,522.90,602.10,602.10,602.10,602.10,602.10,602.10,545.20,545.20,602.10,602.10,602.10,602.10,545.20,602.10,602.10,602.10,545.20,585.08,602.10,602.10,545.20,602.10,545.20,602.10,602.10,602.10,602.10,602.10,602.10,602.10,602.10,545.20,545.20,602.10,522.90,545.20,602.10,522.90,583.17
1980,392.32,400.10,400.10,400.10,400.10,365.90,400.10,400.10,400.10,400.10,400.10,356.50,356.50,400.10,356.50,365.90,400.10,400.10,399.04,400.10,400.10,400.10,356.50,400.10,400.10,392.61,394.81,365.90,365.90,400.10,400.10,400.10,400.10,400.10,400.10,356.50,356.50,400.10,400.10,400.10,400.10,356.50,400.10,400.10,400.10,356.50,392.75,400.10,400.10,356.50,400.10,356.50,400.10,400.10,400.10,400.10,400.10,400.10,400.10,400.10,356.50,356.50,400.10,365.90,356.50,400.10,365.90,391.92
1981,253.42,263.70,263.70,263.70,263.70,218.50,263.70,263.70,263.70,263.70,263.70,229.90,229.90,263.70,229.90,218.50,263.70,263.70,262.29,263.70,263.70,263.70,229.90,263.70,263.70,253.80,256.71,218.50,218.50,263.70,263.70,263.70,263.70,263.70,263.70,229.90,229.90,263.70,263.70,263.70,263.70,229.90,263.70,263.70,263.70,229.90,253.98,263.70,263.70,229.90,263.70,229.90,263.70,263.70,263.70,263.70,263.70,263.70,263.70,263.70,229.90,229.90,263.70,218.50,229.90,263.70,218.50,252.89
1982,672.23,693.20,693.20,693.20,693.20,601.00,693.20,693.20,693.20,693.20,693.20,635.40,635.40,693.20,635.40,601.00,693.20,693.20,690.33,693.20,693.20,693.20,635.40,693.20,693.20,673.00,678.94,601.00,601.00,693.20,693.20,693.20,693.20,693.20,693.20,635.40,635.40,693.20,693.20,693.20,693.20,635.40,693.20,693.20,693.20,635.40,673.38,693.20,693.20,635.40,693.20,635.40,693.20,693.20,693.20,693.20,693.20,693.20,693.20,693.20,635.40,635.40,693.20,601.00,635.40,693.20,601.00,671.16
1983,527.54,547.10,547.10,547.10,547.10,461.10,547.10,547.10,547.10,547.10,547.10,480.60,480.60,547.10,480.60,461.10,547.10,547.10,544.43,547.10,547.10,547.10,480.60,547.10,547.10,528.26,533.80,461.10,461.10,547.10,547.10,547.10,547.10,547.10,547.10,480.60,480.60,547.10,547.10,547.10,547.10,480.60,547.10,547.10,547.10,480.60,528.61,547.10,547.10,480.60,547.10,480.60,547.10,547.10,547.10,547.10,547.10,547.10,547.10,547.10,480.60,480.60,547.10,461.10,480.60,547.10,461.10,526.54
1984,537.08,555.30,555.30,555.30,555.30,475.20,555.30,555.30,555.30,555.30,555.30,510.30,510.30,555.30,510.30,475.20,555.30,555.30,552.81,555.30,555.30,555.30,510.30,555.30,555.30,537.75,542.91,475.20,475.20,555.30,555.30,555.30,555.30,555.30,555.30,510.30,510.30,555.30,555.30,555.30,555.30,510.30,555.30,555.30,555.30,510.30,538.08,555.30,555.30,510.30,555.30,510.30,555.30,555.30,555.30,555.30,555.30,555.30,555.30,555.30,510.30,510.30,555.30,475.20,510.30,555.30,475.20,536.15
1985,476.94,491.50,491.50,491.50,491.50,427.50,491.50,491.50,491.50,491.50,491.50,452.40,452.40,491.50,452.40,427.50,491.50,491.50,489.51,491.50,491.50,491.50,452.40,491.50,491.50,477.48,481.60,427.50,427.50,491.50,491.50,491.50,491.50,491.50,491.50,452.40,452.40,491.50,491.50,491.50,491.50,452.40,491.50,491.50,491.50,452.40,477.74,491.50,491.50,452.40,491.50,452.40,491.50,491.50,491.50,491.50,491.50,491.50,491.50,491.50,452.40,452.40,491.50,427.50,452.40,491.50,427.50,476.20
1986,654.38,675.40,675.40,675.40,675.40,583.00,675.40,675.40,675.40,675.40,675.40,609.80,609.80,675.40,609.80,583.00,675.40,675.40,672.53,675.40,675.40,675.40,609.80,675.40,675.40,655.15,661.11,583.00,583.00,675.40,675.40,675.40,675.40,675.40,675.40,609.80,609.80,675.40,675.40,675.40,675.40,609.80,675.40,675.40,675.40,609.80,655.54,675.40,675.40,609.80,675.40,609.80,675.40,675.40,675.40,675.40,675.40,675.40,675.40,675.40,609.80,609.80,675.40,583.00,609.80,675.40,583.00,653.31
1987,320.46,326.60,326.60,326.60,326.60,299.60,326.60,326.60,326.60,326.60,326.60,309.20,309.20,326.60,309.20,299.60,326.60,326.60,325.76,326.60,326.60,326.60,309.20,326.60,326.60,320.68,322.42,299.60,299.60,326.60,326.60,326.60,326.60,326.60,326.60,309.20,309.20,326.60,326.60,326.60,326.60,309.20,326.60,326.60,326.60,309.20,320.80,326.60,326.60,309.20,326.60,309.20,326.60,326.60,326.60,326.60,326.60,326.60,326.60,326.60,309.20,309.20,326.60,299.60,309.20,326.60,299.60,320.15
1988,615.72,633.80,633.80,633.80,633.80,554.30,633.80,633.80,633.80,633.80,633.80,552.10,552.10,633.80,552.10,554.30,633.80,633.80,631.33,633.80,633.80,633.80,552.10,633.80,633.80,616.38,621.51,554.30,554.30,633.80,633.80,633.80,633.80,633.80,633.80,552.10,552.10,633.80,633.80,633.80,633.80,552.10,633.80,633.80,633.80,552.10,616.71,633.80,633.80,552.10,633.80,552.10,633.80,633.80,633.80,633.80,633.80,633.80,633.80,633.80,552.10,552.10,633.80,554.30,552.10,633.80,554.30,614.79
1989,444.47,464.80,464.80,464.80,464.80,375.40,464.80,464.80,464.80,464.80,464.80,400.60,400.60,464.80,400.60,375.40,464.80,464.80,462.02,464.80,464.80,464.80,400.60,464.80,464.80,445.21,450.98,375.40,375.40,464.80,464.80,464.80,464.80,464.80,464.80,400.60,400.60,464.80,464.80,464.80,464.80,400.60,464.80,464.80,464.80,400.60,445.58,464.80,464.80,400.60,464.80,400.60,464.80,464.80,464.80,464.80,464.80,464.80,464.80,464.80,400.60,400.60,464.80,375.40,400.60,464.80,375.40,443.43
1990,512.77,533.40,533.40,533.40,533.40,442.70,533.40,533.40,533.40,533.40,533.40,497.30,497.30,533.40,497.30,442.70,533.40,533.40,530.58,533.40,533.40,533.40,497.30,533.40,533.40,513.53,519.37,442.70,442.70,533.40,533.40,533.40,533.40,533.40,533.40,497.30,497.30,533.40,533.40,533.40,533.40,497.30,533.40,533.40,533.40,497.30,513.90,533.40,533.40,497.30,533.40,497.30,533.40,533.40,533.40,533.40,533.40,533.40,533.40,533.40,497.30,497.30,533.40,442.70,497.30,533.40,442.70,511.72
1991,538.95,556.40,556.40,556.40,556.40,479.70,556.40,556.40,556.40,556.40,556.40,534.60,534.60,556.40,534.60,479.70,556.40,556.40,554.02,556.40,556.40,556.40,534.60,556.40,556.40,539.59,544.54,479.70,479.70,556.40,556.40,556.40,556.40,556.40,556.40,534.60,534.60,556.40,556.40,556.40,556.40,534.60,556.40,556.40,556.40,534.60,539.91,556.40,556.40,534.60,556.40,534.60,556.40,556.40,556.40,556.40,556.40,556.40,556.40,556.40,534.60,534.60,556.40,479.70,534.60,556.40,479.70,538.06
1992,464.97,491.70,491.70,491.70,491.70,374.20,491.70,491.70,491.70,491.70,491.70,427.20,427.20,491.70,427.20,374.20,491.70,491.70,488.05,491.70,491.70,491.70,427.20,491.70,491.70,465.95,473.53,374.20,374.20,491.70,491.70,491.70,491.70,491.70,491.70,427.20,427.20,491.70,491.70,491.70,491.70,427.20,491.70,491.70,491.70,427.20,466.44,491.70,491.70,427.20,491.70,427.20,491.70,491.70,491.70,491.70,491.70,491.70,491.70,491.70,427.20,427.20,491.70,374.20,427.20,491.70,374.20,463.61
1993,433.18,446.30,446.30,446.30,446.30,388.60,446.30,446.30,446.30,446.30,446.30,430.60,430.60,446.30,430.60,388.60,446.30,446.30,444.51,446.30,446.30,446.30,430.60,446.30,446.30,433.66,437.38,388.60,388.60,446.30,446.30,446.30,446.30,446.30,446.30,430.60,430.60,446.30,446.30,446.30,446.30,430.60,446.30,446.30,446.30,430.60,433.90,446.30,446.30,430.60,446.30,430.60,446.30,446.30,446.30,446.30,446.30,446.30,446.30,446.30,430.60,430.60,446.30,388.60,430.60,446.30,388.60,432.51
1994,447.05,461.20,461.20,461.20,461.20,399.00,461.20,461.20,461.20,461.20,461.20,433.70,433.70,461.20,433.70,399.00,461.20,461.20,459.27,461.20,461.20,461.20,433.70,461.20,461.20,447.57,451.58,399.00,399.00,461.20,461.20,461.20,461.20,461.20,461.20,433.70,433.70,461.20,461.20,461.20,461.20,433.70,461.20,461.20,461.20,433.70,447.83,461.20,461.20,433.70,461.20,433.70,461.20,461.20,461.20,461.20,461.20,461.20,461.20,461.20,433.70,433.70,461.20,399.00,433.70,461.20,399.00,446.33
1995,577.28,600.80,600.80,600.80,600.80,497.40,600.80,600.80,600.80,600.80,600.80,513.10,513.10,600.80,513.10,497.40,600.80,600.80,597.59,600.80,600.80,600.80,513.10,600.80,600.80,578.14,584.81,497.40,497.40,600.80,600.80,600.80,600.80,600.80,600.80,513.10,513.10,600.80,600.80,600.80,600.80,513.10,600.80,600.80,600.80,513.10,578.57,600.80,600.80,513.10,600.80,513.10,600.80,600.80,600.80,600.80,600.80,600.80,600.80,600.80,513.10,513.10,600.80,497.40,513.10,600.80,497.40,576.08
1996,593.58,605.50,605.50,605.50,605.50,553.10,605.50,605.50,605.50,605.50,605.50,584.30,584.30,605.50,584.30,553.10,605.50,605.50,603.87,605.50,605.50,605.50,584.30,605.50,605.50,594.02,597.40,553.10,553.10,605.50,605.50,605.50,605.50,605.50,605.50,584.30,584.30,605.50,605.50,605.50,605.50,584.30,605.50,605.50,605.50,584.30,594.24,605.50,605.50,584.30,605.50,584.30,605.50,605.50,605.50,605.50,605.50,605.50,605.50,605.50,584.30,584.30,605.50,553.10,584.30,605.50,553.10,592.97
