Domain Code,Domain,Area Code ,Area,Element Code,Element,Item Code ,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,2010,hg/An,1416,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2011,2011,hg/An,1419,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2012,2012,hg/An,1426,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2013,2013,hg/An,1457,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2014,2014,hg/An,1354,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,hg/An,1351,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,hg/An,926,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,hg/An,1457,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,hg/An,1458,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,hg/An,1517,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,hg/An,1544,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2021,2021,hg/An,1488,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2000,2000,tonnes,60400,T,Unofficial figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2001,2001,tonnes,21450,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2002,2002,tonnes,23649,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2003,2003,tonnes,28512,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2004,2004,tonnes,30767,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2005,2005,tonnes,29783,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2006,2006,tonnes,22727,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2007,2007,tonnes,21703,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2008,2008,tonnes,19929,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2009,2009,tonnes,21921,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,2010,tonnes,19610,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2011,2011,tonnes,20886,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2012,2012,tonnes,20377,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2013,2013,tonnes,19107,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2014,2014,tonnes,17210,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,tonnes,18548,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,tonnes,17469,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,tonnes,17113,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,tonnes,16950,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,tonnes,18060,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,tonnes,16690,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2021,2021,tonnes,18180,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2000,2000,Head,333900,E,Estimated value
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2001,2001,Head,158600,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2002,2002,Head,164977,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2003,2003,Head,175901,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2004,2004,Head,224164,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2005,2005,Head,208201,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2006,2006,Head,162309,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2007,2007,Head,144538,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2008,2008,Head,135267,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2009,2009,Head,147578,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,2010,Head,138532,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2011,2011,Head,147239,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2012,2012,Head,142899,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2013,2013,Head,131169,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2014,2014,Head,127148,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,Head,137271,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,Head,188655,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,Head,117417,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,Head,116230,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,Head,119090,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,Head,108110,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2021,2021,Head,122140,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2000,2000,hg/An,1807,E,Estimated value
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2001,2001,hg/An,1352,E,Estimated value
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2002,2002,hg/An,1435,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2003,2003,hg/An,1618,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2004,2004,hg/An,1373,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2005,2005,hg/An,1430,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2006,2006,hg/An,1399,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2007,2007,hg/An,1500,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2008,2008,hg/An,1474,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2009,2009,hg/An,1486,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2010,2010,hg/An,1420,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2011,2011,hg/An,1419,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2012,2012,hg/An,1430,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2013,2013,hg/An,1456,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2014,2014,hg/An,1363,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2015,2015,hg/An,1352,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2016,2016,hg/An,929,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2017,2017,hg/An,1456,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2018,2018,hg/An,1458,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2019,2019,hg/An,1517,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2020,2020,hg/An,1544,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5417,Yield/Carcass Weight,F1806,"Beef and Buffalo Meat, primary",2021,2021,hg/An,1488,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2000,2000,tonnes,60700,E,Estimated value
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2001,2001,tonnes,21650,E,Estimated value
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2002,2002,tonnes,23804,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2003,2003,tonnes,28727,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2004,2004,tonnes,30887,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2005,2005,tonnes,30025,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2006,2006,tonnes,22989,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2007,2007,tonnes,21778,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2008,2008,tonnes,20029,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2009,2009,tonnes,22040,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2010,2010,tonnes,19809,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2011,2011,tonnes,20991,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2012,2012,tonnes,20684,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2013,2013,tonnes,19366,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2014,2014,tonnes,17632,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2015,2015,tonnes,18666,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2016,2016,tonnes,17638,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2017,2017,tonnes,17373,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2018,2018,tonnes,16950,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2019,2019,tonnes,18060,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2020,2020,tonnes,16690,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5510,Production,F1806,"Beef and Buffalo Meat, primary",2021,2021,tonnes,18180,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2000,2000,Head,335900,E,Estimated value
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2001,2001,Head,160100,E,Estimated value
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2002,2002,Head,165860,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2003,2003,Head,177571,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2004,2004,Head,224930,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2005,2005,Head,210001,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2006,2006,Head,164295,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2007,2007,Head,145163,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2008,2008,Head,135915,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2009,2009,Head,148282,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2010,2010,Head,139465,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2011,2011,Head,147957,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2012,2012,Head,144691,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2013,2013,Head,132976,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2014,2014,Head,129320,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2015,2015,Head,138113,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2016,2016,Head,189874,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2017,2017,Head,119310,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2018,2018,Head,116230,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2019,2019,Head,119090,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2020,2020,Head,108110,A,Official figure
QCL,Crops and livestock products,100,Bulgaria,5320,Producing Animals/Slaughtered,F1806,"Beef and Buffalo Meat, primary",2021,2021,Head,122140,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2000,2000,hg/An,1888,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2001,2001,hg/An,1957,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2002,2002,hg/An,1790,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2003,2003,hg/An,1971,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2004,2004,hg/An,2007,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2005,2005,hg/An,2065,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2006,2006,hg/An,2106,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2007,2007,hg/An,2105,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2008,2008,hg/An,2017,E,Estimated value
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2009,2009,hg/An,1673,E,Estimated value
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,2010,hg/An,1339,E,Estimated value
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2011,2011,hg/An,1377,E,Estimated value
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2012,2012,hg/An,2137,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2013,2013,hg/An,2291,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2014,2014,hg/An,2276,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,hg/An,2295,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,hg/An,2348,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,hg/An,2333,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,hg/An,2427,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,hg/An,2480,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,hg/An,2556,A,Official figure
QCL,Crops and livestock products,191,Croatia,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2021,2021,hg/An,2527,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2000,2000,tonnes,27854,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2001,2001,tonnes,25570,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2002,2002,tonnes,26602,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2003,2003,tonnes,28150,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2004,2004,tonnes,31507,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2005,2005,tonnes,32800,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2006,2006,tonnes,36230,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2007,2007,tonnes,33400,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2008,2008,tonnes,35700,T,Unofficial figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2009,2009,tonnes,36800,T,Unofficial figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,2010,tonnes,37500,T,Unofficial figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2011,2011,tonnes,36200,T,Unofficial figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2012,2012,tonnes,47100,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2013,2013,tonnes,47400,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2014,2014,tonnes,44300,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2015,2015,tonnes,42000,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,tonnes,44709,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,tonnes,42562,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,tonnes,43780,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,tonnes,45430,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,tonnes,43370,A,Official figure
QCL,Crops and livestock products,191,Croatia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2021,2021,tonnes,43180,A,Official figure
QCL,Crops and livestock products,191,Croatia,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2000,2000,Head,147537,A,Official figure
QCL,Crops and livestock products,191,Croatia,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2001,2001,Head,130661,A,Official figure
QCL,Crops and livestock products,191,Croatia,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2002,2002,Head,148630,A,Official figure
QCL,Crops and livestock products,191,Croatia,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2003,2003,Head,142800,A,Official figure
QCL,Crops and livestock products,191,Croatia,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2004,2004,Head,157000,A,Official figure
QCL,Crops and livestock products,191,Croatia,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2005,2005,Head,158800,A,Official figure
QCL,Crops and livestock products,191,Croatia,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2006,2006,Head,172000,A,Official figure
QCL,Crops and livestock products,191,Croatia,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2007,2007,Head,158650,A,Official figure
QCL,Crops and livestock products,191,Croatia,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2008,2008,Head,177000,A,Official figure
QCL,Crops and livestock products,191,Croatia,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2009,2009,Head,220000,E,Estimated value
QCL,Crops and livestock products,191,Croatia,5320,Producing Animals/Slaughtered,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,2010,Head,280000,E,Estimated value
